Neighborhood,Year_Built,Year_Remod_Add,Overall_Qual,Overall_Cond,Gr_Liv_Area,Total_Bsmt_SF,Garage_Cars,Full_Bath,Bedroom_AbvGr,Fireplaces,Lot_Area,House_Age,Years_Since_Remod,Bldg_Type,Sale_Type,Sale_Price
Timber,1950,1982,4,3,3592,2145,2,2,4,0,9842,60,28,1Fam,WD,499734
Mitchel,1983,1995,10,5,2737,1136,4,2,2,1,15292,27,15,1Fam,WD,402114
Mitchel,1936,1997,10,9,3796,2617,2,2,3,1,8925,74,13,Duplex,WD,426011
Gilbert,2005,2009,4,6,3462,1053,1,2,2,0,12912,5,1,1Fam,WD,384148
Veenker,1980,1990,1,3,3162,2583,2,3,3,1,4521,30,20,1Fam,WD,442308
Crawfor,2010,2010,2,9,1355,784,2,1,3,1,5737,0,0,Duplex,WD,254241
Somerst,1994,2010,1,6,3013,1216,3,3,4,0,7894,16,0,1Fam,New,421701
NoRidge,1956,1991,6,4,2646,1275,2,3,2,0,16793,54,19,1Fam,COD,527075
BrkSide,1907,1916,3,4,2535,956,2,2,3,1,21701,103,94,TwnhsE,WD,214088
NoRidge,1978,2008,7,8,1329,726,2,2,3,0,14694,32,2,1Fam,New,484909
IDOTRR,1994,1999,5,7,1886,987,2,1,2,0,16479,16,11,1Fam,WD,214265
ClearCr,1993,1993,9,1,3544,1449,1,2,3,0,18644,17,17,1Fam,WD,472520
StoneBr,2009,2009,7,6,3654,3279,2,1,4,0,5951,1,1,1Fam,ConLD,666690
CollgCr,1919,1976,4,8,2216,668,3,2,2,1,6127,91,34,1Fam,COD,294788
NAmes,2002,2006,5,3,2187,1523,3,1,4,0,4239,8,4,TwnhsE,WD,291306
NWAmes,1952,1979,5,9,555,232,2,2,3,1,11709,58,31,1Fam,WD,226664
Mitchel,1911,1990,5,2,2225,1766,2,2,4,0,23432,99,20,1Fam,New,304804
Gilbert,1948,2003,10,6,2453,1388,1,1,3,1,8291,62,7,1Fam,WD,391691
Gilbert,1916,2002,9,1,1545,1061,2,2,4,0,24729,94,8,1Fam,WD,311100
NAmes,1963,1982,10,2,3127,2222,3,3,2,2,8367,47,28,TwnhsE,WD,377414
Timber,1941,1994,3,5,684,681,2,2,3,1,10608,69,16,1Fam,WD,272767
CollgCr,1993,1997,6,1,1021,457,2,2,2,1,5443,17,13,1Fam,WD,278417
Timber,1928,1948,8,8,2101,1623,3,2,4,1,17023,82,62,1Fam,New,506257
IDOTRR,1918,1935,9,1,2811,947,3,2,3,1,4960,92,75,Duplex,WD,248038
BrkSide,2009,2009,7,9,1748,621,2,3,1,1,2992,1,1,1Fam,COD,243581
NridgHt,1910,1979,3,3,2158,1062,1,1,1,0,5121,100,31,1Fam,ConLD,372520
NWAmes,1997,2005,1,2,1561,1103,1,2,3,1,10418,13,5,Twnhs,New,267746
BrkSide,1949,1977,4,1,1502,1068,1,2,2,0,15342,61,33,1Fam,Oth,213414
StoneBr,1970,1988,6,9,2670,1840,2,3,3,1,14553,40,22,1Fam,WD,569975
Crawfor,2007,2010,3,4,4401,2298,1,2,3,2,22902,3,0,Twnhs,WD,471393
BrkSide,1957,1989,1,1,3727,2031,3,3,5,2,24634,53,21,1Fam,New,334937
NridgHt,1933,1997,6,1,4477,1503,4,3,5,0,22725,77,13,1Fam,WD,738854
Gilbert,1919,1921,1,7,2848,2301,2,1,3,0,10631,91,89,1Fam,WD,301444
Veenker,1949,1990,9,2,3380,2064,2,3,1,0,17971,61,20,1Fam,WD,525734
BrkSide,2001,2005,1,7,2517,1206,2,1,3,0,18446,9,5,1Fam,WD,228755
IDOTRR,1987,1989,6,7,3638,2632,3,1,3,0,2768,23,21,Twnhs,WD,292116
BrkSide,1909,1948,1,9,2428,1392,3,2,3,0,11182,101,62,Twnhs,WD,221227
CollgCr,1931,1997,7,7,3192,1794,1,3,3,2,7061,79,13,1Fam,WD,422347
NAmes,1951,1975,3,1,3421,2199,1,2,5,1,23929,59,35,1Fam,WD,339907
NAmes,1914,1968,6,8,893,583,3,2,4,1,12771,96,42,1Fam,WD,215428
Veenker,2000,2003,7,8,4223,2545,2,2,2,1,6154,10,7,1Fam,WD,604544
Mitchel,1983,2002,1,4,2117,1026,1,3,3,1,21055,27,8,1Fam,WD,249494
NridgHt,1902,1945,1,8,4141,1458,2,2,4,2,9012,108,65,1Fam,WD,551293
Crawfor,1936,1991,5,4,1160,577,3,1,4,1,4300,74,19,TwnhsE,Oth,265167
Timber,1939,1993,6,8,1928,1360,2,2,3,0,24730,71,17,1Fam,New,462396
NoRidge,1971,1993,9,5,4020,3356,3,1,4,1,22922,39,17,1Fam,WD,755758
NridgHt,1939,2008,1,4,1654,1004,1,2,3,2,10949,71,2,2fmCon,ConLD,353682
Gilbert,2007,2009,4,6,568,386,3,1,3,0,22772,3,1,1Fam,WD,236248
Somerst,1955,2007,10,2,3916,2704,2,1,2,1,14264,55,3,1Fam,WD,570069
NWAmes,1922,1998,8,2,3309,2628,2,3,4,0,22664,88,12,1Fam,WD,415488
NridgHt,2003,2003,10,2,819,937,2,2,3,0,12111,7,7,1Fam,WD,476438
Veenker,1910,1996,9,9,2724,1623,3,2,2,1,2643,100,14,1Fam,WD,468866
CollgCr,2009,2009,3,3,1083,1107,3,2,3,0,8203,1,1,Twnhs,WD,293248
Mitchel,1963,1979,2,4,4100,1182,2,1,4,0,12857,47,31,1Fam,WD,351783
Veenker,1907,1972,4,8,2364,720,2,2,4,0,12306,103,38,TwnhsE,WD,334883
Crawfor,1992,2010,2,4,1683,635,2,2,3,2,18631,18,0,1Fam,WD,297126
NAmes,1993,1999,1,7,1081,855,2,3,5,0,8594,17,11,2fmCon,WD,197512
Crawfor,1955,2008,3,5,4196,1556,3,2,2,1,24329,55,2,TwnhsE,WD,435106
Timber,1959,2000,7,9,2267,1154,0,2,3,0,17658,51,10,1Fam,WD,446814
NridgHt,1909,1950,1,4,2056,1216,2,2,3,1,17719,101,60,TwnhsE,WD,382289
NAmes,1938,1996,2,3,3706,1642,2,2,3,2,15263,72,14,1Fam,WD,315065
NridgHt,1927,1946,1,2,2298,1566,1,2,3,0,4988,83,64,1Fam,WD,364132
NAmes,1948,1956,8,1,610,100,3,3,4,0,13717,62,54,1Fam,WD,222755
CollgCr,1935,1951,5,6,1498,627,2,2,3,0,10837,75,59,1Fam,WD,257708
BrkSide,1912,1938,8,2,1257,990,2,2,3,1,3604,98,72,TwnhsE,WD,210341
Mitchel,1995,2009,3,8,782,420,3,2,2,0,21740,15,1,1Fam,New,233899
IDOTRR,1935,1936,7,6,4091,2520,2,2,1,0,6619,75,74,1Fam,ConLD,299130
Somerst,2000,2003,8,5,4367,3323,2,2,2,0,23142,10,7,2fmCon,WD,604559
NWAmes,1925,1943,6,2,2242,1645,0,2,5,0,15010,85,67,1Fam,WD,291351
ClearCr,1985,2001,7,7,2741,2237,2,1,4,0,20652,25,9,1Fam,WD,436297
CollgCr,1903,1971,2,2,3514,1578,1,1,5,1,21943,107,39,1Fam,WD,366444
Crawfor,1994,2000,8,5,1570,819,2,1,2,1,3308,16,10,1Fam,WD,325265
NAmes,1981,1998,5,2,3525,1327,2,1,3,0,23364,29,12,1Fam,WD,326484
IDOTRR,1963,1969,7,2,2889,1188,2,3,2,1,1909,47,41,1Fam,WD,250362
NWAmes,1937,1975,1,7,3813,1294,2,3,4,1,2145,73,35,1Fam,WD,336637
ClearCr,1987,1990,5,9,3069,1119,2,2,3,1,19435,23,20,1Fam,WD,451495
ClearCr,1986,1993,1,5,1893,1621,3,2,2,1,15426,24,17,1Fam,WD,298540
NWAmes,1921,1965,8,7,1300,761,1,1,3,1,23246,89,45,1Fam,WD,269734
Timber,1901,1904,4,4,3450,2102,3,3,3,1,2613,109,106,1Fam,WD,473644
NoRidge,1930,1954,4,2,630,110,2,2,3,1,21471,80,56,Twnhs,WD,288668
Somerst,1910,1978,2,3,1793,1171,2,1,3,0,17945,100,32,TwnhsE,WD,277425
Veenker,1991,2002,5,2,2463,1952,2,1,3,0,19611,19,8,Twnhs,WD,428715
Veenker,1945,1973,1,5,3361,1487,4,2,5,0,6092,65,37,1Fam,WD,413794
Timber,1995,2003,9,6,560,708,2,1,3,1,15891,15,7,TwnhsE,WD,375910
NridgHt,1961,1964,5,7,2711,1334,2,2,3,0,20850,49,46,2fmCon,WD,542170
NridgHt,1968,1991,6,3,2048,794,4,1,4,1,21244,42,19,1Fam,WD,520538
IDOTRR,1963,1976,2,4,771,523,3,1,3,0,23546,47,34,1Fam,WD,148324
ClearCr,2001,2005,10,8,4291,3265,2,1,2,1,17329,9,5,1Fam,New,679172
Somerst,1909,1926,10,4,2281,850,4,3,4,0,11104,101,84,1Fam,WD,424044
Gilbert,1939,1980,1,7,2680,963,2,1,2,1,11425,71,30,1Fam,WD,297658
Timber,2009,2009,4,6,1767,720,2,1,2,1,24584,1,1,1Fam,WD,402394
BrkSide,1923,2005,7,7,4377,3145,2,2,2,0,5130,87,5,1Fam,WD,370244
Mitchel,1998,2009,6,1,3545,2701,2,2,2,0,5369,12,1,TwnhsE,WD,396343
NoRidge,1943,1959,10,3,1957,998,2,2,1,1,6700,67,51,1Fam,WD,516711
ClearCr,1959,1988,1,6,537,452,3,3,2,0,12183,51,22,1Fam,WD,193022
NAmes,1961,1984,1,3,2394,2011,2,2,3,1,3539,49,26,1Fam,WD,279012
BrkSide,1986,1996,8,7,4139,3091,0,1,3,1,14579,24,14,1Fam,WD,373431
CollgCr,1916,1938,4,9,1842,1542,3,2,2,1,2807,94,72,1Fam,WD,293894
Crawfor,1964,1980,5,3,4081,3035,2,2,3,1,8134,46,30,TwnhsE,WD,463301
StoneBr,1994,1994,7,1,3947,2298,4,2,3,1,3224,16,16,1Fam,Oth,666672
IDOTRR,1994,2008,8,6,4131,2269,4,2,1,1,23554,16,2,1Fam,WD,355817
Timber,2005,2008,10,1,3164,2305,3,1,3,2,6190,5,2,1Fam,WD,577957
BrkSide,1956,1964,7,1,973,677,3,2,3,0,3955,54,46,Duplex,ConLD,194958
Gilbert,1954,1968,2,8,558,0,2,2,3,0,16162,56,42,Twnhs,WD,185866
Crawfor,2005,2008,4,9,3136,958,2,2,3,0,18825,5,2,1Fam,WD,394574
CollgCr,1952,1975,10,2,2463,1948,2,2,3,1,8592,58,35,1Fam,WD,392558
Timber,1955,1989,1,9,3046,1021,2,2,3,0,23179,55,21,1Fam,WD,422985
StoneBr,1997,2002,10,5,3789,3061,2,1,4,2,9188,13,8,TwnhsE,WD,745937
Timber,1908,1934,9,8,2418,1575,0,2,3,0,11505,102,76,1Fam,WD,438560
StoneBr,1921,2003,3,7,3114,1229,4,2,3,1,4561,89,7,1Fam,WD,507668
Mitchel,1912,1987,3,7,3114,1041,3,1,3,0,12086,98,23,1Fam,WD,288237
Somerst,1988,2007,10,4,3700,1420,2,3,4,0,10976,22,3,1Fam,WD,552303
NridgHt,1947,1947,9,2,1403,550,2,2,2,0,5263,63,63,1Fam,WD,437359
IDOTRR,1917,2001,10,5,882,515,2,2,3,0,13941,93,9,1Fam,WD,202715
NAmes,1975,1975,3,3,1911,1305,3,1,3,1,4388,35,35,1Fam,WD,229162
BrkSide,1939,1948,8,9,584,365,2,2,3,2,11414,71,62,1Fam,WD,205709
IDOTRR,1916,1962,2,6,2033,1356,2,1,4,0,22327,94,48,Twnhs,WD,189771
StoneBr,1914,1972,3,1,4297,2290,2,2,5,1,5506,96,38,TwnhsE,WD,589241
Somerst,2005,2010,2,3,3174,1970,2,2,2,0,18970,5,0,1Fam,New,488883
NWAmes,1914,1999,1,4,4008,2376,4,2,3,0,7999,96,11,Duplex,WD,342493
Gilbert,1978,1995,2,9,3373,2257,1,1,4,1,2804,32,15,1Fam,ConLD,393987
StoneBr,1962,2009,8,6,2840,916,1,2,3,0,12804,48,1,1Fam,WD,549029
Mitchel,1938,1983,9,4,3620,1035,3,2,3,1,24394,72,27,1Fam,WD,403287
Timber,1912,1943,2,1,1590,525,3,2,4,1,18898,98,67,1Fam,New,329787
Timber,1980,2006,7,8,3334,1192,3,2,3,0,14064,30,4,Twnhs,New,596130
CollgCr,1931,1948,5,2,628,260,2,2,5,1,23732,79,62,TwnhsE,WD,233553
Crawfor,1908,1946,3,8,2576,948,2,2,3,0,13497,102,64,1Fam,WD,313127
Crawfor,1939,1987,9,6,3914,2832,2,2,3,1,10818,71,23,2fmCon,WD,501828
NoRidge,1919,2000,6,8,2068,1538,1,2,3,1,11814,91,10,TwnhsE,New,518141
NAmes,1989,2000,1,6,3690,3101,2,2,4,1,10164,21,10,1Fam,WD,327917
Timber,1990,1997,5,5,1191,1017,0,2,3,0,6620,20,13,2fmCon,New,334760
NoRidge,1984,2005,7,5,2460,808,2,2,3,0,18299,26,5,1Fam,WD,556489
NAmes,1981,2010,4,8,4234,2436,3,2,5,1,19752,29,0,TwnhsE,WD,405089
IDOTRR,1976,2009,8,7,632,335,2,1,3,2,15485,34,1,1Fam,WD,167012
NAmes,1979,1985,10,8,3898,2873,3,2,3,2,5612,31,25,1Fam,New,519365
Mitchel,1972,2007,5,8,1708,1251,2,1,3,0,19417,38,3,1Fam,COD,296115
Gilbert,1962,1979,9,7,4077,3070,2,2,3,1,2962,48,31,1Fam,WD,484725
CollgCr,1975,1983,9,2,1145,535,2,2,1,2,15690,35,27,1Fam,WD,314845
NoRidge,1943,1993,9,9,3236,2225,3,2,3,0,3365,67,17,1Fam,WD,648994
ClearCr,1937,1971,1,7,3081,1115,2,2,4,1,5509,73,39,Duplex,WD,354281
Somerst,1982,1999,2,6,3812,1574,3,1,3,0,12822,28,11,1Fam,WD,456521
Timber,1959,1963,3,9,2112,1397,0,3,4,0,16038,51,47,Duplex,WD,367228
NWAmes,1970,1983,4,1,4287,2241,3,2,3,0,9210,40,27,Duplex,COD,427565
CollgCr,1998,2009,10,2,1015,852,1,2,5,1,4677,12,1,1Fam,WD,355830
NoRidge,1947,1976,9,1,2545,796,3,2,3,1,20749,63,34,1Fam,WD,558569
Timber,1917,1920,10,3,2363,1985,2,2,2,1,4697,93,90,1Fam,WD,450018
Gilbert,1915,1953,6,5,3507,1622,3,2,3,0,3961,95,57,1Fam,WD,404223
NridgHt,1954,1973,1,1,2712,1967,2,2,3,0,15486,56,37,1Fam,Oth,435715
NAmes,1938,2001,9,4,3474,2726,1,3,3,1,5081,72,9,1Fam,New,392756
CollgCr,1967,1991,6,8,1432,1106,3,2,3,1,10192,43,19,1Fam,WD,339573
CollgCr,1958,1985,4,6,2163,880,2,1,3,1,9494,52,25,1Fam,WD,332298
Crawfor,1988,1999,4,1,1056,934,2,2,3,0,1620,22,11,1Fam,WD,243799
Mitchel,1995,1996,3,1,3789,1588,3,2,3,1,3275,15,14,1Fam,WD,383767
Somerst,1961,2003,7,3,4318,1521,1,2,4,2,2106,49,7,TwnhsE,WD,497623
Gilbert,2003,2008,3,8,2171,1046,2,2,4,1,8875,7,2,1Fam,WD,339113
Crawfor,1912,1933,2,8,3227,2506,2,3,3,1,2319,98,77,1Fam,New,394151
Timber,2008,2010,10,3,1492,775,3,2,3,2,12956,2,0,1Fam,WD,459849
NAmes,1980,2002,8,7,4320,3378,1,1,3,1,2283,30,8,1Fam,Oth,433037
Mitchel,2000,2003,4,3,2128,1714,2,2,4,1,19730,10,7,2fmCon,WD,300277
Gilbert,1905,1942,8,4,3576,1093,2,1,4,1,9060,105,68,1Fam,New,416479
NAmes,1982,2004,1,9,2191,1817,3,2,3,0,1891,28,6,1Fam,WD,258844
NAmes,1976,1979,5,4,1256,158,3,2,2,1,2632,34,31,1Fam,WD,216333
NWAmes,1959,1973,9,3,4443,3894,3,2,2,1,12209,51,37,1Fam,WD,493665
NAmes,1989,1989,1,5,1604,679,2,2,3,0,5945,21,21,1Fam,COD,196400
Gilbert,1913,1919,4,7,1770,1129,2,2,3,1,14562,97,91,1Fam,WD,260874
Gilbert,1994,2005,6,5,3402,1805,1,2,3,1,15533,16,5,1Fam,WD,401455
Crawfor,1953,1994,10,4,3040,1078,2,3,3,0,11888,57,16,1Fam,COD,413963
NWAmes,1903,1907,8,8,1148,432,4,1,3,1,16091,107,103,1Fam,WD,270746
StoneBr,1938,1987,3,4,1909,1013,2,2,4,0,6818,72,23,2fmCon,WD,371085
NAmes,1971,2008,5,2,4146,1852,0,2,3,1,23446,39,2,1Fam,WD,363884
NAmes,1924,1935,7,6,1491,892,2,2,2,1,22323,86,75,1Fam,WD,221183
NridgHt,1976,1993,1,2,1830,1049,2,2,3,2,18560,34,17,1Fam,WD,426074
Mitchel,1931,1996,7,3,1127,875,2,2,3,1,7751,79,14,1Fam,WD,237344
NoRidge,1958,1967,8,1,3172,1904,2,2,4,1,18478,52,43,1Fam,WD,626072
Somerst,2001,2010,8,5,3090,2401,2,2,3,2,12843,9,0,1Fam,WD,548249
NWAmes,1962,1978,9,9,2554,1504,2,2,3,0,4824,48,32,1Fam,WD,356505
StoneBr,1937,2004,6,2,2449,1675,3,2,3,1,24052,73,6,1Fam,WD,517178
Mitchel,1991,1997,6,7,1453,851,2,1,3,0,24310,19,13,Duplex,New,316299
NAmes,1952,1992,2,5,3062,1741,2,2,4,1,4434,58,18,Duplex,WD,278801
CollgCr,1993,1999,3,2,2342,1616,2,3,2,1,6533,17,11,1Fam,Oth,343608
NridgHt,1966,1999,4,8,3302,1160,3,1,3,2,8263,44,11,1Fam,WD,590366
Veenker,1927,1996,4,6,4139,3450,3,3,2,1,7586,83,14,1Fam,WD,519071
Crawfor,1902,2003,8,4,2620,1901,2,2,3,0,5833,108,7,Duplex,WD,385080
IDOTRR,2008,2008,1,4,509,334,0,3,3,0,12677,2,2,Twnhs,WD,123120
Gilbert,1997,2006,10,2,2096,1821,0,1,2,1,18723,13,4,1Fam,WD,364756
Timber,1979,1997,4,3,3109,1150,2,1,3,1,20394,31,13,1Fam,WD,479974
Gilbert,1921,1954,4,7,621,433,2,0,3,0,6187,89,56,1Fam,COD,172634
CollgCr,1995,2006,1,3,1186,352,2,2,3,0,4387,15,4,Duplex,WD,215681
Mitchel,1937,1951,3,5,2509,1863,2,2,2,1,4543,73,59,1Fam,WD,251803
NoRidge,1971,1984,5,6,3060,1992,2,1,3,0,19515,39,26,1Fam,New,610009
NWAmes,1971,1976,6,6,3537,2718,0,2,2,1,19289,39,34,1Fam,WD,402350
CollgCr,1961,2010,9,4,940,325,1,2,3,1,7615,49,0,1Fam,WD,275183
IDOTRR,1956,1992,9,6,3609,2081,2,1,3,1,24379,54,18,1Fam,WD,320964
Somerst,1905,1936,9,3,3249,2388,1,2,2,0,20373,105,74,1Fam,WD,474875
Gilbert,1977,1979,1,7,1090,238,1,1,5,0,22374,33,31,1Fam,WD,215717
BrkSide,1931,1933,9,7,1868,1473,2,1,2,1,17889,79,77,1Fam,WD,271543
NoRidge,1998,2003,8,4,2489,997,3,2,4,2,20465,12,7,Duplex,WD,593366
BrkSide,1909,1994,2,2,1861,733,3,2,4,0,9911,101,16,1Fam,WD,206164
Gilbert,1902,1975,1,7,4273,2377,3,2,5,0,9703,108,35,1Fam,WD,395113
NridgHt,1958,2008,1,3,1707,1197,2,2,3,0,4342,52,2,1Fam,WD,378202
Veenker,1975,1977,6,1,2614,1222,2,2,4,1,7004,35,33,1Fam,WD,441141
NWAmes,1948,2008,9,2,2564,1045,2,2,5,1,24731,62,2,1Fam,COD,405668
NridgHt,1958,1969,7,9,1906,807,4,2,2,0,10149,52,41,1Fam,WD,501740
Crawfor,1930,1977,5,8,2915,1259,1,2,3,1,17175,80,33,1Fam,WD,355811
Somerst,1992,2008,2,6,3451,1732,2,2,2,1,8783,18,2,1Fam,WD,440526
Crawfor,1968,1974,1,6,1839,896,2,2,3,1,15649,42,36,1Fam,WD,264846
NridgHt,1961,1973,2,1,2020,1327,4,2,3,1,3473,49,37,1Fam,WD,418511
NAmes,1951,2006,1,2,4379,2588,4,2,2,1,16333,59,4,1Fam,WD,340178
IDOTRR,1988,1989,3,4,3268,2397,3,2,4,1,20079,22,21,Duplex,WD,277727
IDOTRR,1940,1943,6,3,3916,2894,2,2,2,1,9074,70,67,1Fam,ConLD,303236
NWAmes,1930,1939,8,1,3505,1158,2,1,4,1,9643,80,71,1Fam,WD,375597
NoRidge,1984,1990,3,8,2076,647,4,3,1,2,5328,26,20,1Fam,WD,449005
NWAmes,1983,2006,10,7,1407,1324,2,2,3,0,22969,27,4,1Fam,WD,324969
NridgHt,2002,2002,9,4,3536,1114,3,1,2,0,17270,8,8,1Fam,WD,693179
NridgHt,1921,1972,10,9,3020,1129,2,2,3,1,6237,89,38,2fmCon,ConLD,624565
Somerst,1903,1908,5,4,614,230,2,2,4,0,18123,107,102,1Fam,New,236283
CollgCr,1912,1994,7,1,2647,1560,3,2,3,2,4452,98,16,1Fam,WD,372995
Mitchel,1944,1952,8,1,4456,2702,1,2,3,0,13130,66,58,TwnhsE,WD,413683
Gilbert,1941,1961,3,1,2985,2532,3,2,4,2,18739,69,49,1Fam,Oth,366435
ClearCr,1948,1971,2,1,1868,1478,2,2,2,1,4738,62,39,1Fam,WD,292550
Veenker,1919,1922,2,4,2896,1715,3,1,4,1,2053,91,88,1Fam,WD,355400
IDOTRR,1976,1999,5,1,638,553,2,2,2,0,12505,34,11,1Fam,WD,158670
ClearCr,1980,2006,1,2,1327,486,2,2,2,2,11577,30,4,1Fam,WD,252146
ClearCr,1953,1987,2,4,2871,1118,2,2,2,0,15112,57,23,1Fam,WD,325857
StoneBr,1935,1937,9,7,1345,606,2,2,5,0,12637,75,73,1Fam,WD,432204
Mitchel,1996,1999,7,2,3873,1671,2,3,2,0,9886,14,11,TwnhsE,WD,401492
Gilbert,1900,2000,6,8,2841,1138,4,2,4,2,8838,110,10,1Fam,ConLD,401991
Timber,1914,1953,9,7,2480,1115,2,3,5,1,13379,96,57,1Fam,WD,467545
NoRidge,1976,2010,7,9,2052,1061,2,1,3,1,23878,34,0,1Fam,WD,524621
Gilbert,1916,2010,5,6,4405,3752,3,1,3,1,11117,94,0,1Fam,WD,480057
Gilbert,1923,1978,9,4,3515,2033,2,2,4,1,16898,87,32,1Fam,ConLD,440616
Veenker,1957,2000,6,6,1815,1559,2,1,3,1,4193,53,10,1Fam,WD,365557
IDOTRR,1971,1995,6,4,573,508,1,2,2,1,3471,39,15,TwnhsE,WD,133773
StoneBr,1990,1997,4,7,4346,2366,3,2,3,1,23286,20,13,1Fam,ConLD,674766
ClearCr,2008,2008,1,9,983,489,2,2,4,1,16042,2,2,1Fam,COD,276900
BrkSide,1922,1989,5,3,515,169,2,2,4,0,10191,88,21,1Fam,WD,137120
ClearCr,1945,1990,9,3,2049,428,3,3,3,0,14954,65,20,1Fam,COD,415744
Gilbert,1971,1984,8,2,1859,1527,3,3,2,0,21998,39,26,2fmCon,WD,350415
Somerst,1907,1919,8,1,3340,2860,1,1,4,0,5273,103,91,1Fam,WD,454205
Veenker,1958,1984,5,1,2396,701,3,2,2,1,21531,52,26,1Fam,WD,382950
IDOTRR,1989,1994,9,3,3063,998,3,1,4,1,9409,21,16,2fmCon,WD,291435
ClearCr,2010,2010,3,7,3472,1718,1,1,2,2,4366,0,0,TwnhsE,WD,446282
NAmes,1958,1974,3,9,1650,778,3,2,4,0,18570,52,36,1Fam,WD,234290
Timber,1912,1947,1,2,3371,1981,2,2,4,1,3567,98,63,Duplex,WD,387912
Timber,1938,1939,9,7,3065,1344,2,1,3,1,23791,72,71,1Fam,New,539617
NridgHt,2000,2008,6,1,628,144,2,2,2,0,18331,10,2,1Fam,New,388529
Gilbert,1927,2003,2,2,1010,582,2,2,3,1,11458,83,7,1Fam,WD,189184
Somerst,1988,2007,8,6,922,355,0,1,3,2,10816,22,3,1Fam,COD,341423
NAmes,1960,1961,9,5,2932,944,3,2,3,0,18177,50,49,1Fam,New,382706
CollgCr,1915,1966,9,8,2406,1219,0,3,3,1,22044,95,44,1Fam,WD,400470
IDOTRR,1901,1992,2,2,731,720,2,2,2,0,4046,109,18,1Fam,WD,124823
StoneBr,1981,1991,2,1,1458,844,1,2,3,0,9767,29,19,1Fam,ConLD,356162
NAmes,1916,2005,7,7,1324,1020,3,1,4,1,8544,94,5,1Fam,WD,231223
Mitchel,1929,1950,4,6,3766,2864,2,1,3,1,5275,81,60,1Fam,ConLD,362611
Mitchel,2002,2008,1,8,564,534,2,1,3,1,12888,8,2,1Fam,WD,176995
NAmes,1912,1978,8,8,1332,1063,2,2,3,1,11766,98,32,1Fam,WD,249660
NWAmes,1995,1997,2,2,1114,914,3,1,4,2,22062,15,13,1Fam,WD,228023
Crawfor,1992,2003,3,8,3848,2774,2,2,3,0,16321,18,7,1Fam,WD,477749
NoRidge,2009,2010,5,6,2528,866,3,1,3,1,5034,1,0,1Fam,WD,519335
NridgHt,1993,1997,3,9,4241,2191,1,2,1,1,3553,17,13,Twnhs,WD,664154
BrkSide,1981,2000,7,7,3795,3195,1,1,4,1,8612,29,10,1Fam,WD,338830
Crawfor,1912,1950,7,2,1300,906,2,2,4,1,19583,98,60,1Fam,WD,277495
Mitchel,1942,1954,2,8,2467,2038,3,2,3,2,20402,68,56,1Fam,WD,309624
CollgCr,1984,1992,7,9,777,446,1,2,2,0,11429,26,18,TwnhsE,WD,282574
NoRidge,1993,2005,6,7,2513,1740,0,2,3,1,23452,17,5,1Fam,New,623576
NoRidge,1920,1931,10,4,2217,1212,1,2,4,1,11622,90,79,TwnhsE,WD,506966
Gilbert,1954,1966,9,9,2913,2072,2,2,3,1,8332,56,44,1Fam,WD,425156
ClearCr,1980,2003,9,4,3063,1735,2,3,2,1,10061,30,7,1Fam,WD,480003
Timber,1939,1995,2,4,1738,1303,3,2,3,0,5239,71,15,1Fam,WD,309246
CollgCr,1982,1989,7,9,2986,2449,1,1,4,0,22257,28,21,1Fam,WD,438645
NridgHt,1914,1993,5,8,927,579,1,1,2,0,1839,96,17,1Fam,WD,318812
Crawfor,1972,2006,6,4,3276,2407,2,2,3,1,4362,38,4,1Fam,WD,433116
Timber,1951,1953,1,8,2943,1619,2,2,3,1,18497,59,57,2fmCon,WD,425922
Mitchel,1973,1977,7,8,3780,915,2,2,3,0,18987,37,33,1Fam,WD,398339
Veenker,2007,2008,6,7,2024,1662,1,2,3,2,10484,3,2,1Fam,WD,437076
ClearCr,1994,2004,4,6,1986,1176,3,3,3,0,24630,16,6,1Fam,WD,378678
NridgHt,1952,1958,1,8,1085,66,2,3,2,0,9758,58,52,1Fam,WD,305975
NridgHt,1986,2006,9,7,3798,1234,2,2,3,0,14002,24,4,1Fam,ConLD,728366
Somerst,1951,2006,4,5,874,777,2,2,3,1,6011,59,4,1Fam,WD,289764
CollgCr,1929,1938,2,4,2023,1840,2,2,1,1,8812,81,72,1Fam,COD,262963
Crawfor,1932,1965,8,2,3495,2749,3,2,3,0,14339,78,45,1Fam,WD,444420
Veenker,1956,1958,2,8,592,436,3,2,3,1,23289,54,52,1Fam,WD,266321
Gilbert,1951,1958,5,9,4031,2017,2,2,3,0,2070,59,52,TwnhsE,WD,410968
NAmes,1908,1938,6,4,2100,1233,2,1,3,0,10231,102,72,1Fam,Oth,227396
Mitchel,1953,1963,8,4,2868,1196,2,2,3,0,6856,57,47,1Fam,WD,328519
NridgHt,2010,2010,1,5,3581,2628,2,2,3,0,18000,0,0,1Fam,WD,610112
CollgCr,1900,2008,1,2,1413,191,2,2,3,1,11890,110,2,1Fam,WD,199524
NoRidge,1943,2008,4,7,3874,2191,3,1,4,1,8724,67,2,1Fam,WD,627136
Timber,1998,2003,5,5,1845,1263,2,2,3,0,20915,12,7,Twnhs,New,462446
IDOTRR,1974,2005,9,6,2340,1372,0,1,3,0,21340,36,5,Twnhs,COD,251352
StoneBr,1997,2000,7,4,4027,3288,2,3,2,0,4551,13,10,1Fam,WD,685302
